2.02098	2.00622
2.01545	2.00936
2.0022	1.98234
1.99446	1.99114
1.99236	2.02507
2.00564	2.04266
2.01293	2.01565
1.98959	1.96852
2.00532	2.01125
2.00954	1.98988
2.00326	2.00245
1.99896	2.02067
1.99933	1.98988
2.0174	2.00245
2.01676	2.01062
1.97946	2.02696
1.9772	2.01125
1.98939	2.00496
2.00223	1.97983
1.98057	1.99805
2.01345	1.99742
2.03011	1.99617
1.97471	1.99868
2.0008	1.98549
2.01348	2.06214
1.99818	1.98737
1.99254	1.99931
1.99438	1.96978
2.01301	1.95596
2.00791	2.01753
2.00062	1.97795
2.03307	2.05649
2.00341	1.99177
1.98462	1.99051
2.00814	1.96915
2.00019	2.01753
1.96627	1.99805
1.99027	2.00371
2.00577	2.02444
2.01521	2.01062
1.98727	2.00559
1.98549	2.03324
1.97545	1.99554
1.9922	1.99994
1.99914	1.99931
1.99034	1.99051
1.98055	1.96601
2.02021	1.98109
2.00973	1.99742
1.98821	1.96161
2.00834	2.03073
1.97853	2.0125
1.97308	1.97983
1.98077	2.02319
1.98489	1.97858
2.01036	1.988
2.00038	2.00371
2.00206	2.01376
1.99539	1.96538
1.97841	1.9836
2.00971	1.99994
1.97879	1.99617
2.02449	1.99491
2.01084	2.03827
1.97963	2.00748
1.99587	2.00496
1.98097	1.99868
1.9953	2.04204
1.98532	1.99303
1.99301	2.02507
2.02656	1.99805
1.98045	1.96161
1.98877	1.99051
1.99867	2.01565
2.00981	2.00999
2.01851	1.97481
1.99458	1.99805
1.99224	1.99742
1.99445	1.99617
1.98803	2.01439
2.00022	1.96664
2.00309	2.00936
1.99655	1.95973
2.02132	2.0169
2.01799	2.00622
2.01034	1.99051
2.00017	2.00119
2.0089	2.01816
2.00304	2.00496
2.01374	2.01627
1.98433	2.05397
1.9817	2.01188
2.00458	1.97669
2.00517	2.01627
1.98547	2.03575
1.99415	1.99491
1.98406	1.99994
2.01193	1.99931
1.97834	2.03135
1.98712	1.98234
1.98587	2.00748
1.9676	1.97543
2.02282	2.01439
2.00725	2.00119
1.99998	2.01942
2.00927	2.02696
2.02243	1.988
2.01427	2.04392
2.03034	1.97858
2.00023	2.00873
1.97468	2.02884
2.00033	2.01753
1.98825	2.00057
2.01489	1.99994
2.01078	2.03135
1.99321	1.97543
2.0039	2.02381
1.99043	1.99742
2.02312	1.95784
1.9952	1.9968
1.99287	1.98486
1.9971	2.0301
2.00515	1.9968
1.9917	2.02947
1.98843	2.02884
2.00556	1.98926
1.9785	1.97983
1.99271	2.00811
2.00804	1.99742
1.98793	2.01753
2.01064	2.01439
1.98933	1.99617
1.99524	1.99805
2.00367	2.00182
2.00829	2.01125
1.97733	1.98926
1.98167	2.00057
1.9845	2.01627
1.9999	1.99365
2.0144	1.99805
2.00419	1.99805
1.99336	1.95596
1.99071	1.988
1.99847	2.00119
2.01637	1.99491
1.98437	2.01188
2.00867	1.99994
2.00495	2.04204
2.02313	1.99868
2.00239	1.98234
1.98472	1.98423
2.00181	2.00434
2.00369	1.97858
2.03045	1.97418
2.01053	1.9792
2.00724	1.99365
1.99649	2.03324
1.9831	2.00999
1.99727	1.98611
1.99375	2.0257
1.99195	1.97858
1.98649	2.02633
1.98864	1.97041
2.00803	1.98234
2.00414	2.00496
2.00553	1.99051
2.01278	1.95973
2.00596	2.01439
2.01471	2.00622
2.01101	1.98988
2.0005	2.00308
2.02648	2.01942
1.98784	2.02193
1.98721	2.00811
1.99692	2.02507
1.98372	1.99554
1.98099	1.98926
2.00538	2.00308
1.9927	2.00182
1.99879	2.01502
2.02186	1.99554
2.0061	2.00057
2.01428	2.02696
2.00463	2.00622
2.00149	1.96789
1.9823	1.99617
1.97899	2.00748
2.02091	1.99051
1.99587	2.00622
1.99648	2.01188
2.01791	2.00685
2.00815	1.99742
1.99609	1.97669
1.99618	1.97355
2.0208	2.01879
1.99674	2.02381
2.00506	1.99994
2.00132	2.00182
1.97401	2.03324
1.99726	2.00245
2.00786	2.03261
1.98133	1.94904
1.9922	1.97795
2.02193	1.96035
2.0119	2.00748
2.0099	2.0301
1.98985	2.01188
1.9831	1.99554
2.0059	2.03701
1.99076	1.98109
2.00445	2.00245
1.99903	2.00936
2.00332	1.97669
2.02305	2.04078
1.99056	2.03198
1.99841	1.98926
2.00878	1.9547
2.02064	2.01942
2.00752	2.00999
1.98795	2.00496
1.9926	1.97606
2.00617	1.99491
1.98196	1.97292
1.99228	2.00434
2.01257	1.98988
1.97693	2.01188
2.01824	2.02821
2.01245	2.02193
2.00538	2.01942
2.00828	2.02884
1.98535	1.99742
2.01871	1.99051
1.99772	1.97418
2.00491	1.98674
2.00316	2.02004
2.0054	2.00873
1.99494	2.01125
2.0201	2.00999
1.98682	1.96412
2.02961	1.99051
2.02019	1.97858
1.99239	2.01879
